,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year,General_Position
876,Tonny Vilhena,Central Midfield,24,14000000,Netherlands,Others,Feyenoord Rotterdam,Russia,Others,FK Krasnodar,9000000,2019,Midfield
877,Hamed Junior Traorè,Attacking Midfield,19,14000000,Italy,Others,Empoli FC ,Italy,Serie A,US Sassuolo,0,2019,Midfield
878,Aaron Mooy,Central Midfield,28,14000000,England,Others,Huddersfield Town,England,Premier League,Brighton & Hove Albion,0,2019,Midfield
879,Jean-Kévin Augustin,Centre-Forward,22,14000000,Germany,Bundesliga,RB Leipzig,England,Others,Leeds United,0,2019,Attack
880,Ruslan Malinovskyi,Attacking Midfield,26,12000000,Belgium,Others,KRC Genk,Italy,Serie A,Atalanta BC,13000000,2019,Midfield
881,Henry Onyekuru,Left Winger,22,13000000,England,Premier League,Everton FC,Monaco,Ligue 1,AS Monaco,13000000,2019,Attack
882,Razvan Marin,Central Midfield,23,13000000,Belgium,Others,Standard Liège,Netherlands,Others,Ajax Amsterdam,12000000,2019,Midfield
883,Steven Nzonzi,Defensive Midfield,31,13000000,Italy,Serie A,AS Roma,France,Ligue 1,Stade Rennais FC,0,2019,Midfield
884,Ezri Konsa,Centre-Back,21,3000000,England,Others,Brentford FC,England,Premier League,Aston Villa,13000000,2019,Defense
885,Jeison Murillo,Centre-Back,27,8000000,Spain,LaLiga,Valencia CF,Italy,Serie A,UC Sampdoria,13000000,2019,Defense
886,Gerson,Central Midfield,22,13000000,Italy,Serie A,AS Roma,Brazil,Others,CR Flamengo,13000000,2019,Midfield
887,Christopher Nkunku,Second Striker,21,12000000,France,Ligue 1,Paris Saint-Germain,Germany,Bundesliga,RB Leipzig,13000000,2019,Attack
888,Alexis Claude-Maurice,Attacking Midfield,21,7000000,France,Others,FC Lorient,France,Ligue 1,OGC Nice,13000000,2019,Midfield
889,Robert Skov,Right Midfield,23,13000000,Denmark,Others,FC Copenhagen,Germany,Bundesliga,TSG 1899 Hoffenheim,10000000,2019,Midfield
890,Victor Osimhen,Centre-Forward,20,13000000,Germany,Bundesliga,VfL Wolfsburg,Belgium,Others,RSC Charleroi,3000000,2019,Attack
891,Pol Lirola,Right-Back,21,13000000,Italy,Serie A,US Sassuolo,Italy,Serie A,ACF Fiorentina,2000000,2019,Defense
892,Ondrej Duda,Attacking Midfield,25,13000000,Germany,Bundesliga,Hertha BSC,England,Premier League,Norwich City,0,2019,Midfield
893,Iago Falque,Right Winger,30,13000000,Italy,Serie A,Torino FC,Italy,Serie A,Genoa CFC,0,2019,Attack
894,Denis Suárez,Attacking Midfield,25,12000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Celta de Vigo,12000000,2019,Midfield
895,Stefan Lainer,Right-Back,26,12000000,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,Borussia Mönchengladbach,12000000,2019,Defense
896,Luuk de Jong,Centre-Forward,28,12000000,Netherlands,Others,PSV Eindhoven,Spain,LaLiga,Sevilla FC,12000000,2019,Attack
897,Isaac Mbenza,Right Winger,23,5000000,France,Ligue 1,Montpellier HSC,England,Others,Huddersfield Town,12000000,2019,Attack
898,Stanley Nsoki,Centre-Back,20,8000000,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,OGC Nice,12000000,2019,Defense
899,Takumi Minamino,Left Winger,24,12000000,Austria,Bundesliga,Red Bull Salzburg,England,Premier League,Liverpool FC,8000000,2019,Attack
900,Nicolás Domínguez,Central Midfield,21,12000000,Argentina,Others,CA Vélez Sarsfield,Italy,Serie A,Bologna FC 1909,8000000,2019,Midfield
901,Andy Delort,Centre-Forward,27,12000000,France,Ligue 1,FC Toulouse,France,Ligue 1,Montpellier HSC,4000000,2019,Attack
902,Nicolás Domínguez,Central Midfield,21,12000000,Italy,Serie A,Bologna FC 1909,Argentina,Others,CA Vélez Sarsfield,0,2019,Midfield
903,Erick Pulgar,Defensive Midfield,25,10000000,Italy,Serie A,Bologna FC 1909,Italy,Serie A,ACF Fiorentina,12000000,2019,Midfield
904,Simone Zaza,Centre-Forward,28,10000000,Spain,LaLiga,Valencia CF,Italy,Serie A,Torino FC,12000000,2019,Attack
905,Hannes Wolf,Left Winger,20,12000000,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,RB Leipzig,12000000,2019,Attack
906,Bruma,Left Winger,24,10000000,Germany,Bundesliga,RB Leipzig,Netherlands,Others,PSV Eindhoven,12000000,2019,Attack
907,Marvelous Nakamba,Defensive Midfield,25,6000000,Belgium,Others,Club Brugge KV,England,Premier League,Aston Villa,12000000,2019,Midfield
908,Pedro Porro,Right-Back,19,10000000,Spain,Others,Girona FC,England,Premier League,Manchester City,12000000,2019,Defense
909,Alex Kral,Defensive Midfield,21,3000000,Czech Republic,Others,SK Slavia Prague,Russia,Others,Spartak Moscow,12000000,2019,Midfield
910,Thierry Correia,Right-Back,20,400000,Portugal,Others,Sporting CP,Spain,LaLiga,Valencia CF,12000000,2019,Defense
911,Munas Dabbur,Centre-Forward,27,10000000,Spain,LaLiga,Sevilla FC,Germany,Bundesliga,TSG 1899 Hoffenheim,12000000,2019,Attack
912,Tino Kadewere,Centre-Forward,24,4000000,France,Others,AC Le Havre,France,Ligue 1,Olympique Lyon,12000000,2019,Attack
913,Ally Samatta,Centre-Forward,27,12000000,Belgium,Others,KRC Genk,England,Premier League,Aston Villa,10000000,2019,Attack
914,Benito Raman,Centre-Forward,24,12000000,Germany,Bundesliga,Fortuna Düsseldorf,Germany,Bundesliga,FC Schalke 04,10000000,2019,Attack
915,Álex Moreno,Left-Back,26,12000000,Spain,Others,Rayo Vallecano,Spain,LaLiga,Real Betis Balompié,9000000,2019,Defense
916,Téji Savanier,Attacking Midfield,27,12000000,France,Ligue 1,Nîmes Olympique,France,Ligue 1,Montpellier HSC,9000000,2019,Midfield
917,Jacob Bruun Larsen,Left Winger,21,12000000,Germany,Bundesliga,Borussia Dortmund,Germany,Bundesliga,TSG 1899 Hoffenheim,9000000,2019,Attack
918,Ihlas Bebou,Centre-Forward,25,12000000,Germany,Others,Hannover 96,Germany,Bundesliga,TSG 1899 Hoffenheim,8000000,2019,Attack
919,Chicharito,Centre-Forward,31,12000000,England,Premier League,West Ham United,Spain,LaLiga,Sevilla FC,7000000,2019,Attack
920,Adem Ljajić,Attacking Midfield,27,12000000,Italy,Serie A,Torino FC,Turkey,Others,Besiktas JK,6000000,2019,Midfield
921,Ellyes Skhiri,Defensive Midfield,24,12000000,France,Ligue 1,Montpellier HSC,Germany,Bundesliga,1. FC Köln,6000000,2019,Midfield
922,Dyego Sousa,Centre-Forward,29,12000000,Portugal,Others,SC Braga,China,Others,Shenzhen FC,5000000,2019,Attack
923,Aaron Mooy,Central Midfield,29,12000000,England,Others,Huddersfield Town,England,Premier League,Brighton & Hove Albion,3000000,2019,Midfield
924,Grégoire Defrel,Centre-Forward,28,12000000,Italy,Serie A,AS Roma,Italy,Serie A,US Sassuolo,3000000,2019,Attack
925,Harry Wilson,Right Winger,22,12000000,England,Premier League,Liverpool FC,England,Premier League,AFC Bournemouth,2000000,2019,Attack
926,André Schürrle,Left Winger,28,12000000,Germany,Bundesliga,Borussia Dortmund,Russia,Others,Spartak Moscow,1000000,2019,Attack
927,Diego Laxalt,Left-Back,26,12000000,Italy,Serie A,AC Milan,Italy,Serie A,Torino FC,500000,2019,Defense
928,Max Kruse,Second Striker,31,12000000,Germany,Bundesliga,SV Werder Bremen,Turkey,Others,Fenerbahce,0,2019,Attack
929,Jürgen Locadia,Centre-Forward,25,12000000,England,Premier League,Brighton & Hove Albion,Germany,Bundesliga,TSG 1899 Hoffenheim,0,2019,Attack
930,Sergio Rico,Goalkeeper,26,12000000,Spain,LaLiga,Sevilla FC,France,Ligue 1,Paris Saint-Germain,0,2019,Goalkeeper
931,William Saliba,Centre-Back,18,12000000,England,Premier League,Arsenal FC,France,Ligue 1,AS Saint-Étienne,0,2019,Defense
932,Terence Kongolo,Centre-Back,25,12000000,England,Others,Huddersfield Town,England,Others,Fulham FC,0,2019,Defense
933,Danny Welbeck,Centre-Forward,28,12000000,England,Premier League,Arsenal FC,England,Premier League,Watford FC,0,2019,Attack
934,Wesley Hoedt,Centre-Back,25,12000000,England,Premier League,Southampton FC,Belgium,Others,Royal Antwerp FC,0,2019,Defense
935,Victor Wanyama,Defensive Midfield,28,12000000,England,Premier League,Tottenham Hotspur,Canada,Others,Montreal Impact,0,2019,Midfield
936,Ivan Cavaleiro,Left Winger,26,10000000,England,Premier League,Wolverhampton Wanderers,England,Others,Fulham FC,11000000,2019,Attack
937,Zinho Vanheusden,Centre-Back,19,10000000,Italy,Serie A,Inter Milan,Belgium,Others,Standard Liège,11000000,2019,Defense
938,Fernando,Defensive Midfield,27,11000000,Russia,Others,Spartak Moscow,China,Others,Beijing Guoan,5000000,2019,Midfield
939,Albian Ajeti,Centre-Forward,22,7000000,Switzerland,Others,FC Basel 1893,England,Premier League,West Ham United,11000000,2019,Attack
940,Noah Okafor,Centre-Forward,19,8000000,Switzerland,Others,FC Basel 1893,Austria,Bundesliga,Red Bull Salzburg,11000000,2019,Attack
941,Lys Mousset,Centre-Forward,23,3000000,England,Premier League,AFC Bournemouth,England,Premier League,Sheffield United,11000000,2019,Attack
942,Pedro Neto,Right Winger,19,2000000,Portugal,Others,SC Braga,Italy,Serie A,SS Lazio,11000000,2019,Attack
943,Luciano Vietto,Centre-Forward,25,7000000,Spain,LaLiga,Atlético de Madrid,Portugal,Others,Sporting CP,11000000,2019,Attack
944,Jack Clarke,Left Winger,18,6000000,England,Others,Leeds United,England,Premier League,Tottenham Hotspur,11000000,2019,Attack
945,Matías Vargas,Left Winger,22,11000000,Argentina,Others,CA Vélez Sarsfield,Spain,LaLiga,RCD Espanyol Barcelona,10000000,2019,Attack
946,Rémi Oudin,Right Winger,23,11000000,France,Ligue 1,Stade Reims,France,Ligue 1,FC Girondins Bordeaux,10000000,2019,Attack
947,Yannick Bolasie,Left Winger,30,11000000,England,Premier League,Everton FC,Portugal,Others,Sporting CP,0,2019,Attack
948,Rodolfo Pizarro,Attacking Midfield,26,10000000,Mexico,Others,CF Monterrey,United States,Others,Inter Miami CF,10000000,2019,Midfield
949,Zé Luís,Centre-Forward,28,8000000,Russia,Others,Spartak Moscow,Portugal,Others,FC Porto,10000000,2019,Attack
950,Léo Duarte,Centre-Back,23,4000000,Brazil,Others,CR Flamengo,Italy,Serie A,AC Milan,10000000,2019,Defense
951,Maximilian Wöber,Centre-Back,21,10000000,Netherlands,Others,Ajax Amsterdam,Spain,LaLiga,Sevilla FC,10000000,2019,Defense
952,Denis Vavro,Centre-Back,23,6000000,Denmark,Others,FC Copenhagen,Italy,Serie A,SS Lazio,10000000,2019,Defense
953,Maximilian Wöber,Centre-Back,21,10000000,Spain,LaLiga,Sevilla FC,Austria,Bundesliga,Red Bull Salzburg,10000000,2019,Defense
954,Brian Rodríguez,Left Winger,19,1000000,Uruguay,Others,CA Peñarol,United States,Others,Los Angeles FC,10000000,2019,Attack
955,Douglas Santos,Left-Back,25,10000000,Germany,Others,Hamburger SV,Russia,Others,Zenit St. Petersburg,13000000,2019,Defense
956,Portu,Right Winger,27,10000000,Spain,Others,Girona FC,Spain,LaLiga,Real Sociedad,10000000,2019,Attack
957,Eddie Salcedo,Centre-Forward,17,2000000,Italy,Serie A,Genoa CFC,Italy,Serie A,Inter Milan,10000000,2019,Attack
958,Djibril Sow,Central Midfield,22,9000000,Switzerland,Others,BSC Young Boys,Germany,Bundesliga,Eintracht Frankfurt,10000000,2019,Midfield
959,Timothy Weah,Right Winger,19,6000000,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,LOSC Lille,10000000,2019,Attack
960,Mahmoud Trezeguet,Left Winger,24,6000000,Turkey,Others,Kasimpasa,England,Premier League,Aston Villa,10000000,2019,Attack
961,Timo Baumgartl,Centre-Back,23,9000000,Germany,Others,VfB Stuttgart,Netherlands,Others,PSV Eindhoven,10000000,2019,Defense
962,Hannibal,Attacking Midfield,16,10000000,Monaco,Others,AS Monaco Youth,England,Others,Manchester United U18,10000000,2019,Midfield
963,Arthur Zagré,Left-Back,17,10000000,France,Ligue 1,Paris Saint-Germain,Monaco,Ligue 1,AS Monaco,10000000,2019,Defense
964,Strahinja Pavlovic,Centre-Back,18,8000000,Serbia,Others,FK Partizan Belgrade,Monaco,Ligue 1,AS Monaco,10000000,2019,Defense
965,Santiago Ascacíbar,Defensive Midfield,22,10000000,Germany,Others,VfB Stuttgart,Germany,Bundesliga,Hertha BSC,10000000,2019,Midfield
966,Adrián Embarba,Right Winger,27,4000000,Spain,Others,Rayo Vallecano,Spain,LaLiga,RCD Espanyol Barcelona,10000000,2019,Attack
967,Jean Marcelin,Centre-Back,19,1000000,France,Others,AJ Auxerre,Monaco,Ligue 1,AS Monaco,10000000,2019,Defense
968,Josh Brownhill,Central Midfield,24,4000000,England,Others,Bristol City,England,Premier League,Burnley FC,10000000,2019,Midfield
969,Jay Rodríguez,Centre-Forward,29,10000000,England,Others,West Bromwich Albion,England,Premier League,Burnley FC,10000000,2019,Attack
970,Ola Aina,Right-Back,22,10000000,England,Premier League,Chelsea FC,Italy,Serie A,Torino FC,9000000,2019,Defense
971,Kevin Mbabu,Right-Back,24,10000000,Switzerland,Others,BSC Young Boys,Germany,Bundesliga,VfL Wolfsburg,9000000,2019,Defense
972,Leandro Cabrera,Centre-Back,28,10000000,Spain,LaLiga,Getafe CF,Spain,LaLiga,RCD Espanyol Barcelona,9000000,2019,Defense
973,Bobby De Cordova-Reid,Attacking Midfield,26,10000000,Wales,Others,Cardiff City,England,Others,Fulham FC,8000000,2019,Midfield
974,Rubén Peña,Right-Back,27,10000000,Spain,LaLiga,SD Eibar,Spain,LaLiga,Villarreal CF,8000000,2019,Defense
975,Fernando Calero,Centre-Back,23,10000000,Spain,LaLiga,Real Valladolid CF,Spain,LaLiga,RCD Espanyol Barcelona,8000000,2019,Defense
976,Ritsu Doan,Right Winger,21,10000000,Netherlands,Others,FC Groningen,Netherlands,Others,PSV Eindhoven,7000000,2019,Attack
977,Benjamin André,Defensive Midfield,28,10000000,France,Ligue 1,Stade Rennais FC,France,Ligue 1,LOSC Lille,7000000,2019,Midfield
978,Eduardo Salvio,Right Winger,29,10000000,Portugal,Others,SL Benfica,Argentina,Others,CA Boca Juniors,7000000,2019,Attack
979,Kevin Trapp,Goalkeeper,29,10000000,France,Ligue 1,Paris Saint-Germain,Germany,Bundesliga,Eintracht Frankfurt,7000000,2019,Goalkeeper
980,Rogério,Left-Back,21,10000000,Italy,Serie A,Juventus FC,Italy,Serie A,US Sassuolo,6000000,2019,Defense
981,Luiz Gustavo,Defensive Midfield,32,10000000,France,Ligue 1,Olympique Marseille,Turkey,Others,Fenerbahce,6000000,2019,Midfield
982,Ivan Cavaleiro,Left Winger,25,10000000,England,Premier League,Wolverhampton Wanderers,England,Others,Fulham FC,5000000,2019,Attack
983,Gastón Pereiro,Attacking Midfield,24,10000000,Netherlands,Others,PSV Eindhoven,Italy,Serie A,Cagliari Calcio,4000000,2019,Midfield
984,Tomas Soucek,Defensive Midfield,24,10000000,Czech Republic,Others,SK Slavia Prague,England,Premier League,West Ham United,4000000,2019,Midfield
985,Marc Cucurella,Left-Back,20,10000000,Spain,LaLiga,SD Eibar,Spain,LaLiga,FC Barcelona,4000000,2019,Defense
986,Guido Rodríguez,Defensive Midfield,25,10000000,Mexico,Others,CF América,Spain,LaLiga,Real Betis Balompié,4000000,2019,Midfield
987,Sofyan Amrabat,Defensive Midfield,23,10000000,Belgium,Others,Club Brugge KV,Italy,Serie A,Hellas Verona,3000000,2019,Midfield
988,Matteo Darmian,Right-Back,29,10000000,England,Premier League,Manchester United,Italy,Serie A,Parma Calcio 1913,2000000,2019,Defense
989,Adam Ounas,Right Winger,22,10000000,Italy,Serie A,SSC Napoli,France,Ligue 1,OGC Nice,2000000,2019,Attack
990,Marc Cucurella,Left-Back,20,10000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,SD Eibar,2000000,2019,Defense
991,Nikola Kalinic,Centre-Forward,31,10000000,Spain,LaLiga,Atlético de Madrid,Italy,Serie A,AS Roma,2000000,2019,Attack
992,Víctor Camarasa,Central Midfield,25,10000000,Spain,LaLiga,Real Betis Balompié,England,Premier League,Crystal Palace,1000000,2019,Midfield
993,Gerónimo Rulli,Goalkeeper,27,10000000,Spain,LaLiga,Real Sociedad,France,Ligue 1,Montpellier HSC,1000000,2019,Goalkeeper
994,Jean-Clair Todibo,Centre-Back,20,10000000,Spain,LaLiga,FC Barcelona,Germany,Bundesliga,FC Schalke 04,1000000,2019,Defense
995,Jony,Left Winger,28,10000000,Spain,Others,Málaga CF,Italy,Serie A,SS Lazio,1000000,2019,Attack
996,Carles Pérez,Right Winger,21,10000000,Spain,LaLiga,FC Barcelona,Italy,Serie A,AS Roma,1000000,2019,Attack
997,Davie Selke,Centre-Forward,25,10000000,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,SV Werder Bremen,1000000,2019,Attack
998,Henry Onyekuru,Left Winger,22,10000000,Monaco,Ligue 1,AS Monaco,Turkey,Others,Galatasaray,750000,2019,Attack
999,Kevin Vogt,Centre-Back,28,10000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,SV Werder Bremen,750000,2019,Defense
1000,Ethan Ampadu,Centre-Back,18,10000000,England,Premier League,Chelsea FC,Germany,Bundesliga,RB Leipzig,650000,2019,Defense
1001,Mattia Perin,Goalkeeper,27,10000000,Italy,Serie A,Juventus FC,Italy,Serie A,Genoa CFC,521000,2019,Goalkeeper
1002,Andrea Pinamonti,Centre-Forward,20,10000000,Italy,Serie A,Inter Milan,Italy,Serie A,Genoa CFC,500000,2019,Attack
1003,Marcelo Saracchi,Left-Back,21,10000000,Germany,Bundesliga,RB Leipzig,Turkey,Others,Galatasaray,500000,2019,Defense
1004,Ricardo Rodríguez,Centre-Back,27,10000000,Italy,Serie A,AC Milan,Netherlands,Others,PSV Eindhoven,250000,2019,Defense
1005,Jeison Murillo,Centre-Back,27,10000000,Spain,LaLiga,Valencia CF,Italy,Serie A,UC Sampdoria,0,2019,Defense
1006,Yann Karamoh,Left Winger,21,10000000,Italy,Serie A,Inter Milan,Italy,Serie A,Parma Calcio 1913,0,2019,Attack
1007,Marc Cucurella,Left-Back,20,10000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Getafe CF,0,2019,Defense
1008,Jesús Vallejo,Centre-Back,22,10000000,Spain,LaLiga,Real Madrid,England,Premier League,Wolverhampton Wanderers,0,2019,Defense
1009,Bobby De Cordova-Reid,Attacking Midfield,26,10000000,Wales,Others,Cardiff City,England,Others,Fulham FC,0,2019,Midfield
1010,Pedro Porro,Right-Back,19,10000000,England,Premier League,Manchester City,Spain,LaLiga,Real Valladolid CF,0,2019,Defense
1011,Eliaquim Mangala,Centre-Back,28,10000000,England,Premier League,Manchester City,Spain,LaLiga,Valencia CF,0,2019,Defense
1012,Cucho Hernández,Centre-Forward,20,10000000,England,Premier League,Watford FC,Spain,LaLiga,RCD Mallorca,0,2019,Attack
1013,Dalbert,Left-Back,25,10000000,Italy,Serie A,Inter Milan,Italy,Serie A,ACF Fiorentina,0,2019,Defense
1014,Cristiano Biraghi,Left-Back,26,10000000,Italy,Serie A,ACF Fiorentina,Italy,Serie A,Inter Milan,0,2019,Defense
1015,Youssef Aït Bennasser,Defensive Midfield,23,10000000,Monaco,Ligue 1,AS Monaco,France,Ligue 1,FC Girondins Bordeaux,0,2019,Midfield
1016,Oliver Burke,Centre-Forward,22,10000000,England,Others,West Bromwich Albion,Spain,LaLiga,Deportivo Alavés,0,2019,Attack
1017,Kenedy,Left Winger,23,10000000,England,Premier League,Chelsea FC,Spain,LaLiga,Getafe CF,0,2019,Attack
1018,Javi Montero,Centre-Back,20,10000000,Spain,LaLiga,Atlético de Madrid,Spain,Others,Deportivo de La Coruña,0,2019,Defense
1019,Radamel Falcao,Centre-Forward,33,10000000,Monaco,Ligue 1,AS Monaco,Turkey,Others,Galatasaray,0,2019,Attack
1020,Mario Mandzukic,Centre-Forward,33,10000000,Italy,Serie A,Juventus FC,Qatar,Others,Al-Duhail SC,0,2019,Attack
1021,Antonin Barak,Attacking Midfield,25,10000000,Italy,Serie A,Udinese Calcio,Italy,Serie A,US Lecce,0,2019,Midfield
1022,Kyle Walker-Peters,Right-Back,22,10000000,England,Premier League,Tottenham Hotspur,England,Premier League,Southampton FC,0,2019,Defense
1023,Marcos Rojo,Centre-Back,29,10000000,England,Premier League,Manchester United,Argentina,Others,Club Estudiantes de La Plata,0,2019,Defense
1024,Bryan Gil,Left Winger,18,10000000,Spain,LaLiga,Sevilla FC,Spain,LaLiga,CD Leganés,0,2019,Attack
1025,Cédric Soares,Right-Back,28,10000000,England,Premier League,Southampton FC,England,Premier League,Arsenal FC,0,2019,Defense
1026,Adama Soumaoro,Centre-Back,27,10000000,France,Ligue 1,LOSC Lille,Italy,Serie A,Genoa CFC,0,2019,Defense
1027,Sofyan Amrabat,Defensive Midfield,23,10000000,Italy,Serie A,ACF Fiorentina,Italy,Serie A,Hellas Verona,0,2019,Midfield
1028,Jürgen Locadia,Centre-Forward,26,10000000,England,Premier League,Brighton & Hove Albion,United States,Others,FC Cincinnati,0,2019,Attack
1029,Uriel Antuna,Right Winger,22,3000000,England,Others,Manchester City U23,Mexico,Others,Deportivo Guadalajara,9000000,2019,Attack
1030,Fernando,Defensive Midfield,27,9000000,Russia,Others,Spartak Moscow,China,Others,Beijing Guoan,9000000,2019,Midfield
1031,André Carrillo,Right Winger,28,7000000,Portugal,Others,SL Benfica,Saudi Arabia,Others,Al-Hilal Saudi FC,9000000,2019,Attack
1032,Mateus Uribe,Defensive Midfield,28,7000000,Mexico,Others,CF América,Portugal,Others,FC Porto,9000000,2019,Midfield
