,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year,General_Position
617,Pietro Iemmello,Centre-Forward,26,2000000,Italy,Serie A,US Sassuolo,Italy,Others,Benevento Calcio,5000000,2018,Attack
618,Giangiacomo Magnani,Centre-Back,22,600000,Italy,Serie A,Juventus FC,Italy,Serie A,US Sassuolo,5000000,2018,Defense
619,Marc Muniesa,Centre-Back,26,2000000,England,Others,Stoke City,Spain,LaLiga,Girona FC,5000000,2018,Defense
620,Johan Mojica,Left-Back,25,4000000,Spain,LaLiga,Rayo Vallecano,Spain,LaLiga,Girona FC,5000000,2018,Defense
621,Aderllan Santos,Centre-Back,29,2000000,Spain,LaLiga,Valencia CF,Saudi Arabia,Others,Al-Ahli Saudi FC,5000000,2018,Defense
622,Petros,Defensive Midfield,29,3000000,Brazil,Others,São Paulo Futebol Clube,Saudi Arabia,Others,Al-Nassr FC,5000000,2018,Midfield
623,Carlos Eduardo,Right Winger,21,2000000,Brazil,Others,Goiás Esporte Clube,Egypt,Premier League,Pyramids FC,5000000,2018,Attack
624,Abdoulay Diaby,Right Winger,27,5000000,Belgium,Others,Club Brugge KV,Portugal,Others,Sporting CP,4000000,2018,Attack
625,Eden Hazard,Left Winger,28,150000000,England,Premier League,Chelsea FC,Spain,LaLiga,Real Madrid,115000000,2019,Attack
626,Antoine Griezmann,Second Striker,28,130000000,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,FC Barcelona,120000000,2019,Attack
627,João Félix,Second Striker,19,70000000,Portugal,Others,SL Benfica,Spain,LaLiga,Atlético de Madrid,127000000,2019,Attack
628,Christian Eriksen,Central Midfield,27,90000000,England,Premier League,Tottenham Hotspur,Italy,Serie A,Inter Milan,27000000,2019,Midfield
629,Philippe Coutinho,Left Winger,27,90000000,Spain,LaLiga,FC Barcelona,Germany,Bundesliga,Bayern Munich,8000000,2019,Attack
630,Harry Maguire,Centre-Back,26,50000000,England,Premier League,Leicester City,England,Premier League,Manchester United,87000000,2019,Defense
631,Frenkie de Jong,Central Midfield,22,85000000,Netherlands,Others,Ajax Amsterdam,Spain,LaLiga,FC Barcelona,86000000,2019,Midfield
632,Matthijs de Ligt,Centre-Back,19,75000000,Netherlands,Others,Ajax Amsterdam,Italy,Serie A,Juventus FC,85000000,2019,Defense
633,Lucas Hernández,Centre-Back,23,70000000,Spain,LaLiga,Atlético de Madrid,Germany,Bundesliga,Bayern Munich,80000000,2019,Defense
634,Nicolas Pépé,Right Winger,24,65000000,France,Ligue 1,LOSC Lille,England,Premier League,Arsenal FC,80000000,2019,Attack
635,Rodri,Defensive Midfield,23,80000000,Spain,LaLiga,Atlético de Madrid,England,Premier League,Manchester City,70000000,2019,Midfield
636,Mauro Icardi,Centre-Forward,26,80000000,Italy,Serie A,Inter Milan,France,Ligue 1,Paris Saint-Germain,0,2019,Attack
637,Romelu Lukaku,Centre-Forward,26,75000000,England,Premier League,Manchester United,Italy,Serie A,Inter Milan,74000000,2019,Attack
638,João Cancelo,Right-Back,25,55000000,Italy,Serie A,Juventus FC,England,Premier League,Manchester City,65000000,2019,Defense
639,Tanguy Ndombélé,Central Midfield,22,65000000,France,Ligue 1,Olympique Lyon,England,Premier League,Tottenham Hotspur,62000000,2019,Midfield
640,Luka Jović,Centre-Forward,21,60000000,Germany,Bundesliga,Eintracht Frankfurt,Spain,LaLiga,Real Madrid,63000000,2019,Attack
641,Bruno Fernandes,Attacking Midfield,25,60000000,Portugal,Others,Sporting CP,England,Premier League,Manchester United,63000000,2019,Midfield
642,Luka Jović,Centre-Forward,21,60000000,Portugal,Others,SL Benfica,Germany,Bundesliga,Eintracht Frankfurt,22000000,2019,Attack
643,Nabil Fekir,Attacking Midfield,26,60000000,France,Ligue 1,Olympique Lyon,Spain,LaLiga,Real Betis Balompié,19000000,2019,Midfield
644,Aaron Wan-Bissaka,Right-Back,21,35000000,England,Premier League,Crystal Palace,England,Premier League,Manchester United,55000000,2019,Defense
645,Éder Militão,Centre-Back,21,50000000,Portugal,Others,FC Porto,Spain,LaLiga,Real Madrid,50000000,2019,Defense
646,Sébastien Haller,Centre-Forward,25,40000000,Germany,Bundesliga,Eintracht Frankfurt,England,Premier League,West Ham United,50000000,2019,Attack
647,Julian Brandt,Attacking Midfield,23,50000000,Germany,Bundesliga,Bayer 04 Leverkusen,Germany,Bundesliga,Borussia Dortmund,25000000,2019,Midfield
648,Giovani Lo Celso,Central Midfield,23,50000000,France,Ligue 1,Paris Saint-Germain,Spain,LaLiga,Real Betis Balompié,22000000,2019,Midfield
649,Giovani Lo Celso,Central Midfield,23,50000000,Spain,LaLiga,Real Betis Balompié,England,Premier League,Tottenham Hotspur,16000000,2019,Midfield
650,Ferland Mendy,Left-Back,24,30000000,France,Ligue 1,Olympique Lyon,Spain,LaLiga,Real Madrid,48000000,2019,Defense
651,Rodrygo,Right Winger,18,40000000,Brazil,Others,Santos FC,Spain,LaLiga,Real Madrid,45000000,2019,Attack
652,Mateo Kovacic,Central Midfield,25,35000000,Spain,LaLiga,Real Madrid,England,Premier League,Chelsea FC,45000000,2019,Midfield
653,Youri Tielemans,Central Midfield,22,38000000,Monaco,Ligue 1,AS Monaco,England,Premier League,Leicester City,45000000,2019,Midfield
654,Hirving Lozano,Right Winger,24,40000000,Netherlands,Others,PSV Eindhoven,Italy,Serie A,SSC Napoli,45000000,2019,Attack
655,Konstantinos Manolas,Centre-Back,28,45000000,Italy,Serie A,AS Roma,Italy,Serie A,SSC Napoli,36000000,2019,Defense
656,Erling Haaland,Centre-Forward,19,45000000,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,Borussia Dortmund,20000000,2019,Attack
657,Duván Zapata,Centre-Forward,28,45000000,Italy,Serie A,UC Sampdoria,Italy,Serie A,Atalanta BC,12000000,2019,Attack
658,Joelinton,Attacking Midfield,22,35000000,Germany,Bundesliga,TSG 1899 Hoffenheim,England,Premier League,Newcastle United,44000000,2019,Midfield
659,Paco Alcácer,Centre-Forward,26,42000000,Germany,Bundesliga,Borussia Dortmund,Spain,LaLiga,Villarreal CF,23000000,2019,Attack
660,Malcom,Right Winger,22,40000000,Spain,LaLiga,FC Barcelona,Russia,Others,Zenit St. Petersburg,40000000,2019,Attack
661,Wissam Ben Yedder,Centre-Forward,29,40000000,Spain,LaLiga,Sevilla FC,Monaco,Ligue 1,AS Monaco,40000000,2019,Attack
662,Moise Kean,Centre-Forward,19,40000000,Italy,Serie A,Juventus FC,England,Premier League,Everton FC,27000000,2019,Attack
663,Pablo Sarabia,Right Winger,27,40000000,Spain,LaLiga,Sevilla FC,France,Ligue 1,Paris Saint-Germain,18000000,2019,Attack
664,Maxi Gómez,Centre-Forward,22,40000000,Spain,LaLiga,Celta de Vigo,Spain,LaLiga,Valencia CF,14000000,2019,Attack
665,Aaron Ramsey,Central Midfield,28,40000000,England,Premier League,Arsenal FC,Italy,Serie A,Juventus FC,0,2019,Midfield
666,Ante Rebic,Left Winger,25,40000000,Germany,Bundesliga,Eintracht Frankfurt,Italy,Serie A,AC Milan,0,2019,Attack
667,Raúl Jiménez,Centre-Forward,28,35000000,Portugal,Others,SL Benfica,England,Premier League,Wolverhampton Wanderers,38000000,2019,Attack
668,Thorgan Hazard,Left Winger,26,38000000,Germany,Bundesliga,Borussia Mönchengladbach,Germany,Bundesliga,Borussia Dortmund,25000000,2019,Attack
669,Danilo,Right-Back,28,20000000,England,Premier League,Manchester City,Italy,Serie A,Juventus FC,37000000,2019,Defense
670,Paco Alcácer,Centre-Forward,25,37000000,Spain,LaLiga,FC Barcelona,Germany,Bundesliga,Borussia Dortmund,21000000,2019,Attack
671,Nicolò Barella,Central Midfield,22,36000000,Italy,Serie A,Cagliari Calcio,Italy,Serie A,Inter Milan,12000000,2019,Midfield
672,Benjamin Pavard,Right-Back,23,30000000,Germany,Others,VfB Stuttgart,Germany,Bundesliga,Bayern Munich,35000000,2019,Defense
673,Jasper Cillessen,Goalkeeper,30,18000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Valencia CF,35000000,2019,Goalkeeper
674,Jules Koundé,Centre-Back,20,15000000,France,Ligue 1,FC Girondins Bordeaux,Spain,LaLiga,Sevilla FC,35000000,2019,Defense
675,Dejan Kulusevski,Right Winger,19,25000000,Italy,Serie A,Atalanta BC,Italy,Serie A,Juventus FC,35000000,2019,Attack
676,Abdou Diallo,Centre-Back,23,35000000,Germany,Bundesliga,Borussia Dortmund,France,Ligue 1,Paris Saint-Germain,32000000,2019,Defense
677,Mats Hummels,Centre-Back,30,35000000,Germany,Bundesliga,Bayern Munich,Germany,Bundesliga,Borussia Dortmund,30000000,2019,Defense
678,Steven Bergwijn,Left Winger,22,35000000,Netherlands,Others,PSV Eindhoven,England,Premier League,Tottenham Hotspur,30000000,2019,Attack
679,Dani Olmo,Attacking Midfield,21,35000000,Croatia,Others,GNK Dinamo Zagreb,Germany,Bundesliga,RB Leipzig,29000000,2019,Midfield
680,Ryan Sessegnon,Left Midfield,19,35000000,England,Others,Fulham FC,England,Premier League,Tottenham Hotspur,27000000,2019,Midfield
681,Marko Arnautovic,Centre-Forward,30,35000000,England,Premier League,West Ham United,China,Others,Shanghai SIPG,25000000,2019,Attack
682,Kieran Trippier,Right-Back,28,35000000,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Atlético de Madrid,22000000,2019,Defense
683,Tiemoué Bakayoko,Defensive Midfield,25,35000000,England,Premier League,Chelsea FC,Monaco,Ligue 1,AS Monaco,3000000,2019,Midfield
684,Adrien Rabiot,Central Midfield,24,35000000,France,Ligue 1,Paris Saint-Germain,Italy,Serie A,Juventus FC,0,2019,Midfield
685,Alexis Sánchez,Centre-Forward,30,35000000,England,Premier League,Manchester United,Italy,Serie A,Inter Milan,0,2019,Attack
686,Ayoze Pérez,Second Striker,25,20000000,England,Premier League,Newcastle United,England,Premier League,Leicester City,33000000,2019,Attack
687,Franck Kessié,Central Midfield,22,33000000,Italy,Serie A,Atalanta BC,Italy,Serie A,AC Milan,32000000,2019,Midfield
688,Kerem Demirbay,Central Midfield,25,32000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,Bayer 04 Leverkusen,32000000,2019,Midfield
689,Krzysztof Piatek,Centre-Forward,24,32000000,Italy,Serie A,AC Milan,Germany,Bundesliga,Hertha BSC,24000000,2019,Attack
690,Cristian Romero,Centre-Back,21,15000000,Italy,Serie A,Genoa CFC,Italy,Serie A,Juventus FC,31000000,2019,Defense
691,Alex Iwobi,Attacking Midfield,23,25000000,England,Premier League,Arsenal FC,England,Premier League,Everton FC,30000000,2019,Midfield
692,Marcos Llorente,Central Midfield,24,20000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Atlético de Madrid,30000000,2019,Midfield
693,Gelson Martins,Right Winger,24,28000000,Spain,LaLiga,Atlético de Madrid,Monaco,Ligue 1,AS Monaco,30000000,2019,Attack
694,William Saliba,Centre-Back,18,12000000,France,Ligue 1,AS Saint-Étienne,England,Premier League,Arsenal FC,30000000,2019,Defense
695,Idrissa Gueye,Central Midfield,29,25000000,England,Premier League,Everton FC,France,Ligue 1,Paris Saint-Germain,30000000,2019,Midfield
696,Ismaïla Sarr,Right Winger,21,30000000,France,Ligue 1,Stade Rennais FC,England,Premier League,Watford FC,30000000,2019,Attack
697,Reinier,Attacking Midfield,18,25000000,Brazil,Others,CR Flamengo,Spain,LaLiga,Real Madrid,30000000,2019,Midfield
698,Matteo Politano,Right Winger,25,30000000,Italy,Serie A,US Sassuolo,Italy,Serie A,Inter Milan,21000000,2019,Attack
699,Stephan El Shaarawy,Left Winger,26,30000000,Italy,Serie A,AS Roma,China,Others,Shanghai Greenland Shenhua,16000000,2019,Attack
700,Ivan Perisic,Left Midfield,30,30000000,Italy,Serie A,Inter Milan,Germany,Bundesliga,Bayern Munich,5000000,2019,Midfield
701,Emre Can,Defensive Midfield,26,30000000,Italy,Serie A,Juventus FC,Germany,Bundesliga,Borussia Dortmund,1000000,2019,Midfield
702,Suso,Right Winger,26,30000000,Italy,Serie A,AC Milan,Spain,LaLiga,Sevilla FC,980000,2019,Attack
703,Santi Mina,Centre-Forward,23,30000000,Spain,LaLiga,Valencia CF,Spain,LaLiga,Celta de Vigo,0,2019,Attack
704,Dani Ceballos,Central Midfield,22,30000000,Spain,LaLiga,Real Madrid,England,Premier League,Arsenal FC,0,2019,Midfield
705,Leonardo Spinazzola,Left-Back,26,15000000,Italy,Serie A,Juventus FC,Italy,Serie A,AS Roma,29000000,2019,Defense
706,Rafael Leão,Left Winger,20,15000000,France,Ligue 1,LOSC Lille,Italy,Serie A,AC Milan,29000000,2019,Attack
707,Pablo Fornals,Attacking Midfield,23,25000000,Spain,LaLiga,Villarreal CF,England,Premier League,West Ham United,28000000,2019,Midfield
708,Borja Iglesias,Centre-Forward,26,28000000,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga,Real Betis Balompié,28000000,2019,Attack
709,André Gomes,Central Midfield,25,28000000,Spain,LaLiga,FC Barcelona,England,Premier League,Everton FC,25000000,2019,Midfield
710,Jean-Philippe Gbamin,Defensive Midfield,23,28000000,Germany,Bundesliga,1.FSV Mainz 05,England,Premier League,Everton FC,25000000,2019,Midfield
711,Patrick Cutrone,Centre-Forward,21,28000000,Italy,Serie A,AC Milan,England,Premier League,Wolverhampton Wanderers,18000000,2019,Attack
712,Matteo Politano,Right Winger,26,28000000,Italy,Serie A,Inter Milan,Italy,Serie A,SSC Napoli,2000000,2019,Attack
713,Radja Nainggolan,Central Midfield,31,28000000,Italy,Serie A,Inter Milan,Italy,Serie A,Cagliari Calcio,0,2019,Midfield
714,Yannick Carrasco,Left Winger,26,28000000,China,Others,Dalian Professional,Spain,LaLiga,Atlético de Madrid,0,2019,Attack
715,Kieran Tierney,Left-Back,22,12000000,Scotland,Others,Celtic FC,England,Premier League,Arsenal FC,27000000,2019,Defense
716,Alex Meret,Goalkeeper,22,25000000,Italy,Serie A,Udinese Calcio,Italy,Serie A,SSC Napoli,26000000,2019,Goalkeeper
717,Neto,Goalkeeper,29,18000000,Spain,LaLiga,Valencia CF,Spain,LaLiga,FC Barcelona,26000000,2019,Goalkeeper
718,Nico Schulz,Left-Back,26,25000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,Borussia Dortmund,25000000,2019,Defense
719,Danny Ings,Centre-Forward,26,15000000,England,Premier League,Liverpool FC,England,Premier League,Southampton FC,25000000,2019,Attack
720,Wesley Moraes,Centre-Forward,22,20000000,Belgium,Others,Club Brugge KV,England,Premier League,Aston Villa,25000000,2019,Attack
721,Mario Hermoso,Centre-Back,24,25000000,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga,Atlético de Madrid,25000000,2019,Defense
722,Rony Lopes,Right Winger,23,25000000,Monaco,Ligue 1,AS Monaco,Spain,LaLiga,Sevilla FC,25000000,2019,Attack
723,Jeff Reine-Adélaïde,Attacking Midfield,21,11000000,France,Ligue 1,Angers SCO,France,Ligue 1,Olympique Lyon,25000000,2019,Midfield
724,Lucas Tousart,Defensive Midfield,22,20000000,France,Ligue 1,Olympique Lyon,Germany,Bundesliga,Hertha BSC,25000000,2019,Midfield
725,Joachim Andersen,Centre-Back,23,25000000,Italy,Serie A,UC Sampdoria,France,Ligue 1,Olympique Lyon,24000000,2019,Defense
726,Bryan Cristante,Defensive Midfield,24,25000000,Italy,Serie A,Atalanta BC,Italy,Serie A,AS Roma,22000000,2019,Midfield
727,Thiago Mendes,Defensive Midfield,27,25000000,France,Ligue 1,LOSC Lille,France,Ligue 1,Olympique Lyon,22000000,2019,Midfield
728,Junior Firpo,Left-Back,22,25000000,Spain,LaLiga,Real Betis Balompié,Spain,LaLiga,FC Barcelona,20000000,2019,Defense
729,Allan Saint-Maximin,Left Winger,22,25000000,France,Ligue 1,OGC Nice,England,Premier League,Newcastle United,18000000,2019,Attack
730,Exequiel Palacios,Central Midfield,21,25000000,Argentina,Others,CA River Plate,Germany,Bundesliga,Bayer 04 Leverkusen,17000000,2019,Midfield
731,Shoya Nakajima,Attacking Midfield,24,25000000,Qatar,Others,Al-Duhail SC,Portugal,Others,FC Porto,12000000,2019,Midfield
732,Henrikh Mkhitaryan,Attacking Midfield,30,25000000,England,Premier League,Arsenal FC,Italy,Serie A,AS Roma,3000000,2019,Midfield
733,Jean Michaël Seri,Central Midfield,27,25000000,England,Others,Fulham FC,Turkey,Others,Galatasaray,1000000,2019,Midfield
734,Ander Herrera,Central Midfield,29,25000000,England,Premier League,Manchester United,France,Ligue 1,Paris Saint-Germain,0,2019,Midfield
735,Frank Anguissa,Central Midfield,23,25000000,England,Others,Fulham FC,Spain,LaLiga,Villarreal CF,0,2019,Midfield
736,Dejan Kulusevski,Right Winger,19,25000000,Italy,Serie A,Juventus FC,Italy,Serie A,Parma Calcio 1913,0,2019,Attack
737,Dennis Praet,Central Midfield,25,24000000,Italy,Serie A,UC Sampdoria,England,Premier League,Leicester City,19000000,2019,Midfield
738,Pau López,Goalkeeper,24,20000000,Spain,LaLiga,Real Betis Balompié,Italy,Serie A,AS Roma,23000000,2019,Goalkeeper
739,Nikola Vlasic,Attacking Midfield,21,20000000,England,Premier League,Everton FC,Russia,Others,CSKA Moscow,23000000,2019,Midfield
740,Sander Berge,Central Midfield,21,22000000,Belgium,Others,KRC Genk,England,Premier League,Sheffield United,23000000,2019,Midfield
741,Julian Weigl,Defensive Midfield,24,23000000,Germany,Bundesliga,Borussia Dortmund,Portugal,Others,SL Benfica,20000000,2019,Midfield
742,Gabriel Barbosa,Centre-Forward,23,23000000,Italy,Serie A,Inter Milan,Brazil,Others,CR Flamengo,17000000,2019,Attack
743,Steven Nzonzi,Defensive Midfield,30,23000000,Italy,Serie A,AS Roma,Turkey,Others,Galatasaray,0,2019,Midfield
744,Simone Verdi,Attacking Midfield,27,23000000,Italy,Serie A,SSC Napoli,Italy,Serie A,Torino FC,0,2019,Midfield
745,Raúl de Tomás,Centre-Forward,25,15000000,Portugal,Others,SL Benfica,Spain,LaLiga,RCD Espanyol Barcelona,22000000,2019,Attack
746,Victor Osimhen,Centre-Forward,20,13000000,Belgium,Others,RSC Charleroi,France,Ligue 1,LOSC Lille,22000000,2019,Attack
747,Valentino Lazaro,Right-Back,23,17000000,Germany,Bundesliga,Hertha BSC,Italy,Serie A,Inter Milan,22000000,2019,Defense
748,Tyrone Mings,Centre-Back,26,5000000,England,Premier League,AFC Bournemouth,England,Premier League,Aston Villa,22000000,2019,Defense
749,Adam Webster,Centre-Back,24,9000000,England,Others,Bristol City,England,Premier League,Brighton & Hove Albion,22000000,2019,Defense
750,Luca Pellegrini,Left-Back,20,5000000,Italy,Serie A,AS Roma,Italy,Serie A,Juventus FC,22000000,2019,Defense
751,Filip Kostić,Left Midfield,26,22000000,Germany,Others,Hamburger SV,Germany,Bundesliga,Eintracht Frankfurt,6000000,2019,Midfield
752,Gianluca Mancini,Centre-Back,23,22000000,Italy,Serie A,Atalanta BC,Italy,Serie A,AS Roma,2000000,2019,Defense
753,Christian Kouamé,Centre-Forward,22,22000000,Italy,Serie A,Genoa CFC,Italy,Serie A,ACF Fiorentina,1000000,2019,Attack
754,Héctor Herrera,Central Midfield,29,22000000,Portugal,Others,FC Porto,Spain,LaLiga,Atlético de Madrid,0,2019,Midfield
755,Alfonso Pedraza,Left-Back,23,22000000,Spain,LaLiga,Villarreal CF,Spain,LaLiga,Real Betis Balompié,0,2019,Defense
756,André Silva,Centre-Forward,23,22000000,Italy,Serie A,AC Milan,Germany,Bundesliga,Eintracht Frankfurt,0,2019,Attack
757,Renan Lodi,Left-Back,21,4000000,Brazil,Others,Club Athletico Paranaense,Spain,LaLiga,Atlético de Madrid,21000000,2019,Defense
758,Jarrod Bowen,Right Winger,23,10000000,England,Others,Hull City,England,Premier League,West Ham United,21000000,2019,Attack
759,Luis Muriel,Centre-Forward,28,13000000,Spain,LaLiga,Sevilla FC,Italy,Serie A,Atalanta BC,21000000,2019,Attack
760,Amadou Diawara,Defensive Midfield,21,15000000,Italy,Serie A,SSC Napoli,Italy,Serie A,AS Roma,21000000,2019,Midfield
761,Raphinha,Right Winger,22,8000000,Portugal,Others,Sporting CP,France,Ligue 1,Stade Rennais FC,21000000,2019,Attack
762,Stanislav Lobotka,Defensive Midfield,25,20000000,Spain,LaLiga,Celta de Vigo,Italy,Serie A,SSC Napoli,21000000,2019,Midfield
763,Yacine Brahimi,Left Winger,29,21000000,Portugal,Others,FC Porto,Qatar,Others,Al-Rayyan SC,0,2019,Attack
764,Kasper Dolberg,Centre-Forward,21,18000000,Netherlands,Others,Ajax Amsterdam,France,Ligue 1,OGC Nice,20000000,2019,Attack
765,Edmond Tapsoba,Centre-Back,20,4000000,Portugal,Others,Vitória Guimarães SC,Germany,Bundesliga,Bayer 04 Leverkusen,20000000,2019,Defense
766,Emil Audero,Goalkeeper,22,15000000,Italy,Serie A,Juventus FC,Italy,Serie A,UC Sampdoria,20000000,2019,Goalkeeper
767,Felipe,Centre-Back,30,20000000,Portugal,Others,FC Porto,Spain,LaLiga,Atlético de Madrid,20000000,2019,Defense
768,Raúl de Tomás,Centre-Forward,24,20000000,Spain,LaLiga,Real Madrid,Portugal,Others,SL Benfica,20000000,2019,Attack
769,Dodi Lukébakio,Right Winger,21,18000000,England,Premier League,Watford FC,Germany,Bundesliga,Hertha BSC,20000000,2019,Attack
770,Maximilian Philipp,Second Striker,25,13000000,Germany,Bundesliga,Borussia Dortmund,Russia,Others,Dinamo Moscow,20000000,2019,Attack
771,Renato Sanches,Central Midfield,22,18000000,Germany,Bundesliga,Bayern Munich,France,Ligue 1,LOSC Lille,20000000,2019,Midfield
772,Youssef En-Nesyri,Centre-Forward,22,12000000,Spain,LaLiga,CD Leganés,Spain,LaLiga,Sevilla FC,20000000,2019,Attack
773,Bruno Guimarães,Defensive Midfield,22,20000000,Brazil,Others,Club Athletico Paranaense,France,Ligue 1,Olympique Lyon,20000000,2019,Midfield
